"","Day","S","I","R"
"1",1,99963.8446073123,49.3752556014174,-13.2198629137515
"2",2,99957.6752959059,51.2426024328768,-8.91789833872711
"3",3,99951.7075229324,50.671566802429,-2.37908973485446
"4",4,99951.7075229324,50.671566802429,-2.37908973485446
"5",5,99951.7075229324,50.671566802429,-2.37908973485446
"6",6,99946.2166022094,51.9823872552777,1.80101053534891
"7",7,99946.2166022094,51.9823872552777,1.80101053534891
"8",8,99946.2166022094,51.9823872552777,1.80101053534891
"9",9,99946.2166022094,51.9823872552777,1.80101053534891
"10",10,99946.2166022094,51.9823872552777,1.80101053534891
"11",11,99946.2166022094,51.9823872552777,1.80101053534891
"12",12,99946.2166022094,51.9823872552777,1.80101053534891
"13",13,99946.2166022094,51.9823872552777,1.80101053534891
"14",14,99946.2166022094,51.9823872552777,1.80101053534891
"15",15,99946.2166022094,51.9823872552777,1.80101053534891
"16",16,99946.2166022094,51.9823872552777,1.80101053534891
"17",17,99946.2166022094,51.9823872552777,1.80101053534891
"18",18,99945.9881735768,52.2108158878807,1.80101053534891
"19",19,99945.9881735768,52.2108158878807,1.80101053534891
"20",20,99945.9881735768,52.2108158878807,1.80101053534891
"21",21,99944.8057605824,53.3932288822369,1.80101053534891
"22",22,99942.1481795913,53.0597328152604,4.79208759345547
"23",23,99942.1481795913,53.0597328152604,4.79208759345547
"24",24,99938.2287827342,54.7536900918053,7.0175271740013
"25",25,99938.2287827342,54.7536900918053,7.0175271740013
"26",26,99938.2287827342,54.7536900918053,7.0175271740013
"27",27,99938.2287827342,54.7536900918053,7.0175271740013
"28",28,99938.2287827342,54.7536900918053,7.0175271740013
"29",29,99938.2287827342,54.7536900918053,7.0175271740013
"30",30,99938.2287827342,54.7536900918053,7.0175271740013
"31",31,99938.2287827342,54.7536900918053,7.0175271740013
"32",32,99938.2287827342,54.7536900918053,7.0175271740013
"33",33,99938.2287827342,54.7536900918053,7.0175271740013
"34",34,99937.2298437168,55.0724436651497,7.69771261801468
"35",35,99937.2298437168,55.0724436651497,7.69771261801468
"36",36,99935.9059810717,56.2574425588069,7.83657636944867
"37",37,99935.9059810717,56.2574425588069,7.83657636944867
"38",38,99935.9059810717,56.2574425588069,7.83657636944867
"39",39,99935.9059810717,56.2574425588069,7.83657636944867
"40",40,99935.9059810717,56.2574425588069,7.83657636944867
"41",41,99935.9059810717,56.2574425588069,7.83657636944867
"42",42,99935.9059810717,56.2574425588069,7.83657636944867
"43",43,99933.3424674974,58.8209561331719,7.83657636944867
"44",44,99933.3424674974,58.8209561331719,7.83657636944867
"45",45,99933.3424674974,58.8209561331719,7.83657636944867
"46",46,99933.3424674974,58.8209561331719,7.83657636944867
"47",47,99933.3424674974,58.8209561331719,7.83657636944867
"48",48,99933.3424674974,58.8209561331719,7.83657636944867
"49",49,99933.3424674974,58.8209561331719,7.83657636944867
"50",50,99933.3424674974,58.8209561331719,7.83657636944867
"51",51,99933.3424674974,58.8209561331719,7.83657636944867
"52",52,99933.3424674974,58.8209561331719,7.83657636944867
"53",53,99933.3424674974,58.8209561331719,7.83657636944867
"54",54,99933.3424674974,58.8209561331719,7.83657636944867
"55",55,99933.3424674974,58.8209561331719,7.83657636944867
"56",56,99933.3424674974,58.8209561331719,7.83657636944867
"57",57,99933.3424674974,58.8209561331719,7.83657636944867
"58",58,99933.3424674974,58.8209561331719,7.83657636944867
"59",59,99933.3424674974,58.8209561331719,7.83657636944867
"60",60,99933.3424674974,58.8209561331719,7.83657636944867
"61",61,99933.3424674974,58.8209561331719,7.83657636944867
"62",62,99933.3424674974,58.8209561331719,7.83657636944867
"63",63,99933.3424674974,58.8209561331719,7.83657636944867
"64",64,99933.3424674974,58.8209561331719,7.83657636944867
"65",65,99933.3424674974,58.8209561331719,7.83657636944867
"66",66,99933.3424674974,58.8209561331719,7.83657636944867
"67",67,99922.6534647021,63.3152913830192,14.0312439148627
"68",68,99922.6534647021,63.3152913830192,14.0312439148627
"69",69,99922.6534647021,63.3152913830192,14.0312439148627
"70",70,99922.6534647021,63.3152913830192,14.0312439148627
"71",71,99922.6534647021,63.3152913830192,14.0312439148627
"72",72,99922.6534647021,63.3152913830192,14.0312439148627
"73",73,99922.6534647021,63.3152913830192,14.0312439148627
"74",74,99922.6534647021,63.3152913830192,14.0312439148627
"75",75,99922.6534647021,63.3152913830192,14.0312439148627
"76",76,99922.6534647021,63.3152913830192,14.0312439148627
"77",77,99922.6534647021,63.3152913830192,14.0312439148627
"78",78,99922.6534647021,63.3152913830192,14.0312439148627
"79",79,99922.6534647021,63.3152913830192,14.0312439148627
"80",80,99922.6534647021,63.3152913830192,14.0312439148627
"81",81,99922.6534647021,63.3152913830192,14.0312439148627
"82",82,99922.6534647021,63.3152913830192,14.0312439148627
"83",83,99922.6534647021,63.3152913830192,14.0312439148627
"84",84,99922.6534647021,63.3152913830192,14.0312439148627
"85",85,99921.7464764617,64.2222796234193,14.0312439148627
"86",86,99921.7464764617,64.2222796234193,14.0312439148627
"87",87,99921.7464764617,64.2222796234193,14.0312439148627
"88",88,99921.7464764617,64.2222796234193,14.0312439148627
"89",89,99921.7464764617,64.2222796234193,14.0312439148627
"90",90,99921.7464764617,64.2222796234193,14.0312439148627
"91",91,99912.4163194626,67.7183599282799,19.8653206091329
"92",92,99912.4163194626,67.7183599282799,19.8653206091329
"93",93,99912.4163194626,67.7183599282799,19.8653206091329
"94",94,99912.4163194626,67.7183599282799,19.8653206091329
"95",95,99912.4163194626,67.7183599282799,19.8653206091329
"96",96,99911.8876648178,68.2470145730696,19.8653206091329
"97",97,99911.8876648178,68.2470145730696,19.8653206091329
"98",98,99911.8876648178,68.2470145730696,19.8653206091329
"99",99,99911.8876648178,68.2470145730696,19.8653206091329
"100",100,99911.8876648178,68.2470145730696,19.8653206091329
"101",101,99911.8876648178,68.2470145730696,19.8653206091329
"102",102,99911.3464914359,68.7881879549605,19.8653206091329
"103",103,99911.3464914359,68.7881879549605,19.8653206091329
"104",104,99911.3464914359,68.7881879549605,19.8653206091329
"105",105,99911.3464914359,68.7881879549605,19.8653206091329
"106",106,99911.3464914359,68.7881879549605,19.8653206091329
"107",107,99911.3464914359,68.7881879549605,19.8653206091329
"108",108,99911.3464914359,68.7881879549605,19.8653206091329
"109",109,99911.3464914359,68.7881879549605,19.8653206091329
"110",110,99911.3464914359,68.7881879549605,19.8653206091329
"111",111,99911.3464914359,68.7881879549605,19.8653206091329
"112",112,99911.3464914359,68.7881879549605,19.8653206091329
"113",113,99911.3464914359,68.7881879549605,19.8653206091329
"114",114,99911.3464914359,68.7881879549605,19.8653206091329
"115",115,99911.3464914359,68.7881879549605,19.8653206091329
"116",116,99911.3464914359,68.7881879549605,19.8653206091329
"117",117,99911.3464914359,68.7881879549605,19.8653206091329
"118",118,99911.3464914359,68.7881879549605,19.8653206091329
"119",119,99911.3464914359,68.7881879549605,19.8653206091329
"120",120,99905.7219952009,72.4544880119288,21.8235167871822
"121",121,99905.7219952009,72.4544880119288,21.8235167871822
"122",122,99905.7219952009,72.4544880119288,21.8235167871822
"123",123,99905.7219952009,72.4544880119288,21.8235167871822
"124",124,99905.7219952009,72.4544880119288,21.8235167871822
"125",125,99905.7219952009,72.4544880119288,21.8235167871822
"126",126,99905.7219952009,72.4544880119288,21.8235167871822
"127",127,99905.7219952009,72.4544880119288,21.8235167871822
"128",128,99905.7219952009,72.4544880119288,21.8235167871822
"129",129,99905.7219952009,72.4544880119288,21.8235167871822
"130",130,99905.7219952009,72.4544880119288,21.8235167871822
"131",131,99905.7219952009,72.4544880119288,21.8235167871822
"132",132,99898.5675037484,77.0103073279261,24.4221889236705
"133",133,99898.5675037484,77.0103073279261,24.4221889236705
"134",134,99898.5675037484,77.0103073279261,24.4221889236705
"135",135,99898.5675037484,77.0103073279261,24.4221889236705
"136",136,99898.5675037484,77.0103073279261,24.4221889236705
"137",137,99898.5675037484,77.0103073279261,24.4221889236705
"138",138,99898.5675037484,77.0103073279261,24.4221889236705
"139",139,99898.5675037484,77.0103073279261,24.4221889236705
"140",140,99898.5675037484,77.0103073279261,24.4221889236705
"141",141,99898.5675037484,77.0103073279261,24.4221889236705
"142",142,99898.5675037484,77.0103073279261,24.4221889236705
"143",143,99898.5675037484,77.0103073279261,24.4221889236705
"144",144,99898.5675037484,77.0103073279261,24.4221889236705
"145",145,99898.5675037484,77.0103073279261,24.4221889236705
"146",146,99898.5675037484,77.0103073279261,24.4221889236705
