"","Day","S","I","R"
"1",1,99364.8379393383,1079.74109913979,-444.579038478118
"2",2,99948.7839988956,925.651801392553,-874.435800288144
"3",3,98996.7199205559,1128.49606644839,-125.215987004262
"4",4,100241.453102859,956.942703675613,-1198.39580653503
"5",5,100539.27575607,696.058623010178,-1235.33437908
"6",6,99627.8912710542,1119.20776331412,-747.099034368311
"7",7,98339.2300967056,1046.68570393243,614.084199362013
"8",8,101191.007836617,1067.66377542782,-2258.67161204495
"9",9,96412.5486568734,946.127899063824,2641.32344406284
"10",10,97728.5086439705,903.94697461562,1367.54438141386
"11",11,97747.0377058932,1052.05777564433,1200.90451846247
"12",12,98103.0674046256,1176.12336032585,720.809235048539
"13",13,98549.5509851017,905.859049399842,544.589965498496
"14",14,98884.0551788876,1047.41747001325,68.5273510991726
"15",15,100569.922147941,853.448125729969,-1423.37027367095
"16",16,98869.6028357707,989.563745425856,140.833418803522
"17",17,99883.2920243323,1012.9916912993,-896.283715631608
"18",18,99520.4378284756,1021.80567537961,-542.243503855193
"19",19,98702.481904491,1115.85198004432,181.66611546474
"20",20,99005.921463815,1046.55931699424,-52.4807808092307
"21",21,97925.3710937542,1051.16642237455,1023.46248387126
"22",22,100026.188414331,979.380109439487,-1005.56852377011
"23",23,99405.8520027664,1027.01954333666,-432.871546103006
"24",24,96635.2828213461,1055.38764203173,2309.32953662218
"25",25,99892.5189310164,920.239687759733,-812.758618776116
"26",26,101603.438194355,923.173658216288,-2526.61185257169
"27",27,99192.8834778716,1204.63251969538,-397.515997566933
"28",28,97904.0898854354,1041.17689529092,1054.73321927369
"29",29,99226.0534795369,987.863807677932,-213.917287214751
"30",30,99481.1407407431,973.648808202587,-454.789548945597
"31",31,98456.5724308358,976.467821830344,566.959747333907
"32",32,98607.4416071248,1205.76768392654,186.790708948732
"33",33,98111.4018539856,1005.4891218872,883.109024127241
"34",34,98414.6085631282,1201.70661385928,383.684823012558
"35",35,98796.9098758216,1263.30430712022,-60.2141829417494
"36",36,96342.1324154724,1105.4560522146,2552.41153231302
"37",37,98561.6946843947,1015.03859309671,423.26672250858
"38",38,99292.1461005625,1112.4085962855,-404.554696847955
"39",39,98931.2729200692,1175.00954855958,-106.282468628718
"40",40,98892.6097661115,1084.52314401729,22.867089871229
"41",41,98562.0887703167,920.194706886427,517.71652279688
"42",42,101218.345074608,1072.82691805715,-2291.17199266536
"43",43,99766.3528378857,1143.73302248938,-910.085860375047
"44",44,98581.7243302635,1255.83487949339,162.440790243119
"45",45,97407.4587886356,1030.14342767155,1562.39778369287
"46",46,98901.7664966593,1129.26426449327,-31.0307611525806
"47",47,99035.7125353135,1215.01533795661,-250.727873270065
"48",48,96895.8620936784,1042.49315372903,2061.64475259258
"49",49,97735.2156357638,1163.13935980472,1101.64500443155
"50",50,99667.7187290816,1248.74152891878,-916.460258000331
"51",51,97961.973547323,1144.54233913271,893.484113544333
"52",52,99317.5025840571,1020.41908968793,-337.921673745024
"53",53,100192.292838716,1163.97484799535,-1356.26768671164
"54",54,97594.5509196026,1095.57302165611,1309.87605874137
"55",55,98530.5360720711,1108.73875397364,360.725173955285
"56",56,100833.520627072,1090.49416072558,-1924.01478779738
